[1] Полевая кухня: Лесный кусок -> Лесный кусок x2 | Станция: kitchen | Уровень: 1 | Нужно: Вода x2, Малина x1
[336] Кузница стаи: Дикий волокно №22 -> Дикий волокно №22 x1 | Станция: forge | Уровень: 14 | Нужно: Полярный осколок №21 x4, Сумеречный панцирь №23 x1
[337] Кузница стаи: Сумеречный панцирь №23 -> Сумеречный панцирь №23 x1 | Станция: forge | Уровень: 15 | Нужно: Дикий волокно №22 x4, Солнечный корень №24 x1
[338] Кузница стаи: Солнечный корень №24 -> Солнечный корень №24 x1 | Станция: forge | Уровень: 15 | Нужно: Сумеречный панцирь №23 x4, Буревая пластина №25 x1
[339] Кузница стаи: Буревая пластина №25 -> Буревая пластина №25 x1 | Станция: forge | Уровень: 15 | Нужно: Солнечный корень №24 x4, Шахтёрский осколок №26 x1
[340] Кузница стаи: Шахтёрский осколок №26 -> Шахтёрский осколок №26 x1 | Станция: forge | Уровень: 15 | Нужно: Буревая пластина №25 x4, Тотемный волокно №27 x1
[341] Кузница стаи: Тотемный волокно №27 -> Тотемный волокно №27 x1 | Станция: forge | Уровень: 16 | Нужно: Шахтёрский осколок №26 x4, Глубинный панцирь №28 x1
[342] Кузница стаи: Глубинный панцирь №28 -> Глубинный панцирь №28 x1 | Станция: forge | Уровень: 16 | Нужно: Тотемный волокно №27 x4, Ритуальный корень №29 x1
[343] Кузница стаи: Ритуальный корень №29 -> Ритуальный корень №29 x1 | Станция: forge | Уровень: 16 | Нужно: Глубинный панцирь №28 x4, Кристальная пластина №30 x1
[344] Кузница стаи: Кристальная пластина №30 -> Кристальная пластина №30 x1 | Станция: forge | Уровень: 16 | Нужно: Ритуальный корень №29 x4, Полярный осколок №31 x1
[345] Кузница стаи: Полярный осколок №31 -> Полярный осколок №31 x1 | Станция: forge | Уровень: 17 | Нужно: Кристальная пластина №30 x4, Дикий волокно №32 x1
[346] Кузница стаи: Дикий волокно №32 -> Дикий волокно №32 x1 | Станция: forge | Уровень: 17 | Нужно: Полярный осколок №31 x4, Сумеречный панцирь №33 x1
[347] Кузница стаи: Сумеречный панцирь №33 -> Сумеречный панцирь №33 x1 | Станция: forge | Уровень: 17 | Нужно: Дикий волокно №32 x4, Солнечный корень №34 x1
[348] Кузница стаи: Солнечный корень №34 -> Солнечный корень №34 x1 | Станция: forge | Уровень: 17 | Нужно: Сумеречный панцирь №33 x4, Кристалл x1
[349] Кузница стаи: Кристалл -> Кристалл x1 | Станция: forge | Уровень: 18 | Нужно: Солнечный корень №34 x4, Клык x1
[350] Кузница стаи: Клык -> Клык x1 | Станция: forge | Уровень: 18 | Нужно: Кристалл x4, Толстая шкура x1
[351] Кузница стаи: Толстая шкура -> Толстая шкура x1 | Станция: forge | Уровень: 18 | Нужно: Клык x4, Шероховатый клык x1
[352] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 18 | Нужно: Толстая шкура x4, Чистый кристалл x1
[353] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 19 | Нужно: Шероховатый клык x4, Лунная пластина x1
[354] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 19 | Нужно: Чистый кристалл x4, Янтарный шкура x1
[355] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 19 | Нужно: Лунная пластина x4, Буревой нить x1
[356] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 19 | Нужно: Янтарный шкура x4, Дикяя пыль x1
[357] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 20 | Нужно: Буревой нить x4, Сырой камень x1
[358] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 20 | Нужно: Дикяя пыль x4, Крепкий корень x1
[359] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 20 | Нужно: Сырой камень x4, Сухой лист x1
[360] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 20 | Нужно: Крепкий корень x4, Тонкий слиток x1
[361] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 21 | Нужно: Сухой лист x4, Шероховатый клык x1
[362] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 21 | Нужно: Тонкий слиток x4, Чистый кристалл x1
[363] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 21 | Нужно: Шероховатый клык x4, Буревая пластина №35 x1
[364] Кузница стаи: Буревая пластина №35 -> Буревая пластина №35 x1 | Станция: forge | Уровень: 21 | Нужно: Чистый кристалл x4, Шахтёрский осколок №36 x1
[365] Кузница стаи: Шахтёрский осколок №36 -> Шахтёрский осколок №36 x1 | Станция: forge | Уровень: 22 | Нужно: Буревая пластина №35 x4, Тотемный волокно №37 x1
[366] Кузница стаи: Тотемный волокно №37 -> Тотемный волокно №37 x1 | Станция: forge | Уровень: 22 | Нужно: Шахтёрский осколок №36 x4, Глубинный панцирь №38 x1
[367] Кузница стаи: Глубинный панцирь №38 -> Глубинный панцирь №38 x1 | Станция: forge | Уровень: 22 | Нужно: Тотемный волокно №37 x4, Ритуальный корень №39 x1
[368] Кузница стаи: Ритуальный корень №39 -> Ритуальный корень №39 x1 | Станция: forge | Уровень: 22 | Нужно: Глубинный панцирь №38 x4, Кристальная пластина №40 x1
[369] Кузница стаи: Кристальная пластина №40 -> Кристальная пластина №40 x1 | Станция: forge | Уровень: 23 | Нужно: Ритуальный корень №39 x4, Полярный осколок №41 x1
[370] Кузница стаи: Полярный осколок №41 -> Полярный осколок №41 x1 | Станция: forge | Уровень: 23 | Нужно: Кристальная пластина №40 x4, Дикий волокно №42 x1
[371] Кузница стаи: Дикий волокно №42 -> Дикий волокно №42 x1 | Станция: forge | Уровень: 23 | Нужно: Полярный осколок №41 x4, Сумеречный панцирь №43 x1
[372] Кузница стаи: Сумеречный панцирь №43 -> Сумеречный панцирь №43 x1 | Станция: forge | Уровень: 23 | Нужно: Дикий волокно №42 x4, Солнечный корень №44 x1
[373] Кузница стаи: Солнечный корень №44 -> Солнечный корень №44 x1 | Станция: forge | Уровень: 24 | Нужно: Сумеречный панцирь №43 x4, Буревая пластина №45 x1
[374] Кузница стаи: Буревая пластина №45 -> Буревая пластина №45 x1 | Станция: forge | Уровень: 24 | Нужно: Солнечный корень №44 x4, Шахтёрский осколок №46 x1
[375] Кузница стаи: Шахтёрский осколок №46 -> Шахтёрский осколок №46 x1 | Станция: forge | Уровень: 24 | Нужно: Буревая пластина №45 x4, Тотемный волокно №47 x1
[376] Кузница стаи: Тотемный волокно №47 -> Тотемный волокно №47 x1 | Станция: forge | Уровень: 24 | Нужно: Шахтёрский осколок №46 x4, Глубинный панцирь №48 x1
[377] Кузница стаи: Глубинный панцирь №48 -> Глубинный панцирь №48 x1 | Станция: forge | Уровень: 25 | Нужно: Тотемный волокно №47 x4, Ритуальный корень №49 x1
[378] Кузница стаи: Ритуальный корень №49 -> Ритуальный корень №49 x1 | Станция: forge | Уровень: 25 | Нужно: Глубинный панцирь №48 x4, Кристальная пластина №50 x1
[379] Кузница стаи: Кристальная пластина №50 -> Кристальная пластина №50 x1 | Станция: forge | Уровень: 25 | Нужно: Ритуальный корень №49 x4, Полярный осколок №51 x1
[380] Кузница стаи: Полярный осколок №51 -> Полярный осколок №51 x1 | Станция: forge | Уровень: 25 | Нужно: Кристальная пластина №50 x4, Сталь x1
[381] Кузница стаи: Сталь -> Сталь x1 | Станция: forge | Уровень: 26 | Нужно: Полярный осколок №51 x4, Янтарь x1
[382] Кузница стаи: Янтарь -> Янтарь x1 | Станция: forge | Уровень: 26 | Нужно: Сталь x4, Лунная пластина x1
[383] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 26 | Нужно: Янтарь x4, Янтарный шкура x1
[384] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 26 | Нужно: Лунная пластина x4, Буревой нить x1
[385] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 27 | Нужно: Янтарный шкура x4, Дикяя пыль x1
[386] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 27 | Нужно: Буревой нить x4, Сырой камень x1
[387] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 27 | Нужно: Дикяя пыль x4, Крепкий корень x1
[388] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 27 | Нужно: Сырой камень x4, Сухой лист x1
[389] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 28 | Нужно: Крепкий корень x4, Тонкий слиток x1
[390] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 28 | Нужно: Сухой лист x4, Шероховатый клык x1
[391] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 28 | Нужно: Тонкий слиток x4, Чистый кристалл x1
[392] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 28 | Нужно: Шероховатый клык x4, Лунная пластина x1
[393] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 29 | Нужно: Чистый кристалл x4, Янтарный шкура x1
[394] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 29 | Нужно: Лунная пластина x4, Дикий волокно №52 x1
[395] Кузница стаи: Дикий волокно №52 -> Дикий волокно №52 x1 | Станция: forge | Уровень: 29 | Нужно: Янтарный шкура x4, Сумеречный панцирь №53 x1
[396] Кузница стаи: Сумеречный панцирь №53 -> Сумеречный панцирь №53 x1 | Станция: forge | Уровень: 29 | Нужно: Дикий волокно №52 x4, Солнечный корень №54 x1
[397] Кузница стаи: Солнечный корень №54 -> Солнечный корень №54 x1 | Станция: forge | Уровень: 30 | Нужно: Сумеречный панцирь №53 x4, Буревая пластина №55 x1
[398] Кузница стаи: Буревая пластина №55 -> Буревая пластина №55 x1 | Станция: forge | Уровень: 30 | Нужно: Солнечный корень №54 x4, Шахтёрский осколок №56 x1
[399] Кузница стаи: Шахтёрский осколок №56 -> Шахтёрский осколок №56 x1 | Станция: forge | Уровень: 30 | Нужно: Буревая пластина №55 x4, Тотемный волокно №57 x1
[400] Кузница стаи: Тотемный волокно №57 -> Тотемный волокно №57 x1 | Станция: forge | Уровень: 30 | Нужно: Шахтёрский осколок №56 x4, Глубинный панцирь №58 x1
[401] Кузница стаи: Глубинный панцирь №58 -> Глубинный панцирь №58 x1 | Станция: forge | Уровень: 31 | Нужно: Тотемный волокно №57 x4, Ритуальный корень №59 x1
[402] Кузница стаи: Ритуальный корень №59 -> Ритуальный корень №59 x1 | Станция: forge | Уровень: 31 | Нужно: Глубинный панцирь №58 x4, Кристальная пластина №60 x1
[403] Кузница стаи: Кристальная пластина №60 -> Кристальная пластина №60 x1 | Станция: forge | Уровень: 31 | Нужно: Ритуальный корень №59 x4, Полярный осколок №61 x1
[404] Кузница стаи: Полярный осколок №61 -> Полярный осколок №61 x1 | Станция: forge | Уровень: 31 | Нужно: Кристальная пластина №60 x4, Дикий волокно №62 x1
[405] Кузница стаи: Дикий волокно №62 -> Дикий волокно №62 x1 | Станция: forge | Уровень: 32 | Нужно: Полярный осколок №61 x4, Сумеречный панцирь №63 x1
[406] Кузница стаи: Сумеречный панцирь №63 -> Сумеречный панцирь №63 x1 | Станция: forge | Уровень: 32 | Нужно: Дикий волокно №62 x4, Солнечный корень №64 x1
[407] Кузница стаи: Солнечный корень №64 -> Солнечный корень №64 x1 | Станция: forge | Уровень: 32 | Нужно: Сумеречный панцирь №63 x4, Буревая пластина №65 x1
[408] Кузница стаи: Буревая пластина №65 -> Буревая пластина №65 x1 | Станция: forge | Уровень: 32 | Нужно: Солнечный корень №64 x4, Шахтёрский осколок №66 x1
[409] Кузница стаи: Шахтёрский осколок №66 -> Шахтёрский осколок №66 x1 | Станция: forge | Уровень: 33 | Нужно: Буревая пластина №65 x4, Тотемный волокно №67 x1
[410] Кузница стаи: Тотемный волокно №67 -> Тотемный волокно №67 x1 | Станция: forge | Уровень: 33 | Нужно: Шахтёрский осколок №66 x4, Глубинный панцирь №68 x1
[411] Кузница стаи: Глубинный панцирь №68 -> Глубинный панцирь №68 x1 | Станция: forge | Уровень: 33 | Нужно: Тотемный волокно №67 x4, Лунная пыль x1
[412] Кузница стаи: Лунная пыль -> Лунная пыль x1 | Станция: forge | Уровень: 33 | Нужно: Глубинный панцирь №68 x4, Пластина титана x1
[413] Кузница стаи: Пластина титана -> Пластина титана x1 | Станция: forge | Уровень: 34 | Нужно: Лунная пыль x4, Буревой нить x1
[414] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 34 | Нужно: Пластина титана x4, Дикяя пыль x1
[415] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 34 | Нужно: Буревой нить x4, Сырой камень x1
[416] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 34 | Нужно: Дикяя пыль x4, Крепкий корень x1
[417] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 35 | Нужно: Сырой камень x4, Сухой лист x1
[418] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 35 | Нужно: Крепкий корень x4, Тонкий слиток x1
[419] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 35 | Нужно: Сухой лист x4, Шероховатый клык x1
[420] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 35 | Нужно: Тонкий слиток x4, Чистый кристалл x1
[421] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 36 | Нужно: Шероховатый клык x4, Лунная пластина x1
[422] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 36 | Нужно: Чистый кристалл x4, Янтарный шкура x1
[423] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 36 | Нужно: Лунная пластина x4, Буревой нить x1
[424] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 36 | Нужно: Янтарный шкура x4, Дикяя пыль x1
[425] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 37 | Нужно: Буревой нить x4, Ритуальный корень №69 x1
[426] Кузница стаи: Ритуальный корень №69 -> Ритуальный корень №69 x1 | Станция: forge | Уровень: 37 | Нужно: Дикяя пыль x4, Кристальная пластина №70 x1
[427] Кузница стаи: Кристальная пластина №70 -> Кристальная пластина №70 x1 | Станция: forge | Уровень: 37 | Нужно: Ритуальный корень №69 x4, Полярный осколок №71 x1
[428] Кузница стаи: Полярный осколок №71 -> Полярный осколок №71 x1 | Станция: forge | Уровень: 37 | Нужно: Кристальная пластина №70 x4, Дикий волокно №72 x1
[429] Кузница стаи: Дикий волокно №72 -> Дикий волокно №72 x1 | Станция: forge | Уровень: 38 | Нужно: Полярный осколок №71 x4, Сумеречный панцирь №73 x1
[430] Кузница стаи: Сумеречный панцирь №73 -> Сумеречный панцирь №73 x1 | Станция: forge | Уровень: 38 | Нужно: Дикий волокно №72 x4, Солнечный корень №74 x1
[431] Кузница стаи: Солнечный корень №74 -> Солнечный корень №74 x1 | Станция: forge | Уровень: 38 | Нужно: Сумеречный панцирь №73 x4, Буревая пластина №75 x1
[432] Кузница стаи: Буревая пластина №75 -> Буревая пластина №75 x1 | Станция: forge | Уровень: 38 | Нужно: Солнечный корень №74 x4, Шахтёрский осколок №76 x1
[433] Кузница стаи: Шахтёрский осколок №76 -> Шахтёрский осколок №76 x1 | Станция: forge | Уровень: 39 | Нужно: Буревая пластина №75 x4, Тотемный волокно №77 x1
[434] Кузница стаи: Тотемный волокно №77 -> Тотемный волокно №77 x1 | Станция: forge | Уровень: 39 | Нужно: Шахтёрский осколок №76 x4, Глубинный панцирь №78 x1
[435] Кузница стаи: Глубинный панцирь №78 -> Глубинный панцирь №78 x1 | Станция: forge | Уровень: 39 | Нужно: Тотемный волокно №77 x4, Ритуальный корень №79 x1
[436] Кузница стаи: Ритуальный корень №79 -> Ритуальный корень №79 x1 | Станция: forge | Уровень: 39 | Нужно: Глубинный панцирь №78 x4, Кристальная пластина №80 x1
[437] Кузница стаи: Кристальная пластина №80 -> Кристальная пластина №80 x1 | Станция: forge | Уровень: 40 | Нужно: Ритуальный корень №79 x4, Полярный осколок №81 x1
[438] Кузница стаи: Полярный осколок №81 -> Полярный осколок №81 x1 | Станция: forge | Уровень: 40 | Нужно: Кристальная пластина №80 x4, Дикий волокно №82 x1
[439] Кузница стаи: Дикий волокно №82 -> Дикий волокно №82 x1 | Станция: forge | Уровень: 40 | Нужно: Полярный осколок №81 x4, Сумеречный панцирь №83 x1
[440] Кузница стаи: Сумеречный панцирь №83 -> Сумеречный панцирь №83 x1 | Станция: forge | Уровень: 40 | Нужно: Дикий волокно №82 x4, Солнечный корень №84 x1
[441] Кузница стаи: Солнечный корень №84 -> Солнечный корень №84 x1 | Станция: forge | Уровень: 41 | Нужно: Сумеречный панцирь №83 x4, Буревая пластина №85 x1
[442] Кузница стаи: Буревая пластина №85 -> Буревая пластина №85 x1 | Станция: forge | Уровень: 41 | Нужно: Солнечный корень №84 x4, Сердце бури x1
[443] Кузница стаи: Сердце бури -> Сердце бури x1 | Станция: forge | Уровень: 41 | Нужно: Буревая пластина №85 x4, Слеза луны x1
[444] Кузница стаи: Слеза луны -> Слеза луны x1 | Станция: forge | Уровень: 41 | Нужно: Сердце бури x4, Шахтёрский осколок №86 x1
[445] Кузница стаи: Шахтёрский осколок №86 -> Шахтёрский осколок №86 x1 | Станция: forge | Уровень: 42 | Нужно: Слеза луны x4, Тотемный волокно №87 x1
[446] Кузница стаи: Тотемный волокно №87 -> Тотемный волокно №87 x1 | Станция: forge | Уровень: 42 | Нужно: Шахтёрский осколок №86 x4, Глубинный панцирь №88 x1
[447] Кузница стаи: Глубинный панцирь №88 -> Глубинный панцирь №88 x1 | Станция: forge | Уровень: 42 | Нужно: Тотемный волокно №87 x4, Ритуальный корень №89 x1
[448] Кузница стаи: Ритуальный корень №89 -> Ритуальный корень №89 x1 | Станция: forge | Уровень: 42 | Нужно: Глубинный панцирь №88 x4, Кристальная пластина №90 x1
[449] Кузница стаи: Кристальная пластина №90 -> Кристальная пластина №90 x1 | Станция: forge | Уровень: 43 | Нужно: Ритуальный корень №89 x4, Полярный осколок №91 x1
[450] Кузница стаи: Полярный осколок №91 -> Полярный осколок №91 x1 | Станция: forge | Уровень: 43 | Нужно: Кристальная пластина №90 x4, Дикий волокно №92 x1
[451] Кузница стаи: Дикий волокно №92 -> Дикий волокно №92 x1 | Станция: forge | Уровень: 43 | Нужно: Полярный осколок №91 x4, Сумеречный панцирь №93 x1
[452] Кузница стаи: Сумеречный панцирь №93 -> Сумеречный панцирь №93 x1 | Станция: forge | Уровень: 43 | Нужно: Дикий волокно №92 x4, Солнечный корень №94 x1
[453] Кузница стаи: Солнечный корень №94 -> Солнечный корень №94 x1 | Станция: forge | Уровень: 44 | Нужно: Сумеречный панцирь №93 x4, Буревая пластина №95 x1
[454] Кузница стаи: Буревая пластина №95 -> Буревая пластина №95 x1 | Станция: forge | Уровень: 44 | Нужно: Солнечный корень №94 x4, Шахтёрский осколок №96 x1
[455] Кузница стаи: Шахтёрский осколок №96 -> Шахтёрский осколок №96 x1 | Станция: forge | Уровень: 44 | Нужно: Буревая пластина №95 x4, Тотемный волокно №97 x1
[456] Кузница стаи: Тотемный волокно №97 -> Тотемный волокно №97 x1 | Станция: forge | Уровень: 44 | Нужно: Шахтёрский осколок №96 x4, Глубинный панцирь №98 x1
[457] Кузница стаи: Глубинный панцирь №98 -> Глубинный панцирь №98 x1 | Станция: forge | Уровень: 45 | Нужно: Тотемный волокно №97 x4, Ритуальный корень №99 x1
[458] Кузница стаи: Ритуальный корень №99 -> Ритуальный корень №99 x1 | Станция: forge | Уровень: 45 | Нужно: Глубинный панцирь №98 x4, Кристальная пластина №100 x1
[459] Кузница стаи: Кристальная пластина №100 -> Кристальная пластина №100 x1 | Станция: forge | Уровень: 45 | Нужно: Ритуальный корень №99 x4, Вода x1
[460] Полевая кухня: Лесный кусок -> Лесный кусок x2 | Станция: kitchen | Уровень: 2 | Нужно: Дымный рулет x1, Верёвка x2, Малина x1
[461] Полевая кухня: Пряный пирог -> Пряный пирог x2 | Станция: kitchen | Уровень: 2 | Нужно: Пряный пирог x1, Гриб x2, Трава x1
[462] Полевая кухня: Тёплый шашлык -> Тёплый шашлык x2 | Станция: kitchen | Уровень: 2 | Нужно: Сочная похлёбка x1, Малина x2, Перо x1
[463] Полевая кухня: Грибной кусок -> Грибной кусок x2 | Станция: kitchen | Уровень: 2 | Нужно: Тёплый шашлык x1, Трава x2, Кость x1
[464] Полевая кухня: Теневой пирог -> Теневой пирог x2 | Станция: kitchen | Уровень: 2 | Нужно: Ягодный сок x1, Перо x2, Кожа x1
[465] Полевая кухня: Лесный шашлык -> Лесный шашлык x2 | Станция: kitchen | Уровень: 2 | Нужно: Грибной кусок x1, Кость x2, Железная руда x1
[466] Полевая кухня: Пряный кусок -> Пряный кусок x2 | Станция: kitchen | Уровень: 3 | Нужно: Речной рулет x1, Кожа x2, Кристалл x1
[467] Полевая кухня: Тёплый пирог -> Тёплый пирог x2 | Станция: kitchen | Уровень: 3 | Нужно: Теневой пирог x1, Железная руда x2, Клык x1
[468] Полевая кухня: Грибной шашлык -> Грибной шашлык x2 | Станция: kitchen | Уровень: 3 | Нужно: Янтарная похлёбка x1, Кристалл x2, Толстая шкура x1
[469] Полевая кухня: Теневой кусок -> Теневой кусок x2 | Станция: kitchen | Уровень: 3 | Нужно: Лесный шашлык x1, Клык x2, Сталь x1
[470] Полевая кухня: Лесный пирог -> Лесный пирог x2 | Станция: kitchen | Уровень: 3 | Нужно: Дымный сок x1, Толстая шкура x2, Янтарь x1
[471] Полевая кухня: Пряный шашлык -> Пряный шашлык x2 | Станция: kitchen | Уровень: 3 | Нужно: Пряный кусок x1, Сталь x2, Лунная пыль x1
[472] Полевая кухня: Тёплый кусок -> Тёплый кусок x2 | Станция: kitchen | Уровень: 4 | Нужно: Сочный рулет x1, Янтарь x2, Пластина титана x1
[473] Полевая кухня: Грибной пирог -> Грибной пирог x2 | Станция: kitchen | Уровень: 4 | Нужно: Тёплый пирог x1, Лунная пыль x2, Сердце бури x1
[474] Полевая кухня: Теневой шашлык -> Теневой шашлык x2 | Станция: kitchen | Уровень: 4 | Нужно: Ягодная похлёбка x1, Пластина титана x2, Слеза луны x1
[475] Полевая кухня: Лесный кусок -> Лесный кусок x2 | Станция: kitchen | Уровень: 4 | Нужно: Грибной шашлык x1, Сердце бури x2, Сырой камень x1
[476] Полевая кухня: Пряный пирог -> Пряный пирог x2 | Станция: kitchen | Уровень: 4 | Нужно: Речной сок x1, Слеза луны x2, Крепкий корень x1
[477] Полевая кухня: Тёплый шашлык -> Тёплый шашлык x2 | Станция: kitchen | Уровень: 4 | Нужно: Теневой кусок x1, Сырой камень x2, Сухой лист x1
[478] Полевая кухня: Грибной кусок -> Грибной кусок x2 | Станция: kitchen | Уровень: 5 | Нужно: Янтарный рулет x1, Крепкий корень x2, Тонкий слиток x1
[479] Полевая кухня: Теневой пирог -> Теневой пирог x2 | Станция: kitchen | Уровень: 5 | Нужно: Лесный пирог x1, Сухой лист x2, Шероховатый клык x1
[480] Полевая кухня: Лесный шашлык -> Лесный шашлык x2 | Станция: kitchen | Уровень: 5 | Нужно: Дымная похлёбка x1, Тонкий слиток x2, Чистый кристалл x1
[481] Полевая кухня: Пряный кусок -> Пряный кусок x2 | Станция: kitchen | Уровень: 5 | Нужно: Пряный шашлык x1, Шероховатый клык x2, Лунная пластина x1
[482] Полевая кухня: Тёплый пирог -> Тёплый пирог x2 | Станция: kitchen | Уровень: 5 | Нужно: Сочный сок x1, Чистый кристалл x2, Янтарный шкура x1
[483] Полевая кухня: Грибной шашлык -> Грибной шашлык x2 | Станция: kitchen | Уровень: 5 | Нужно: Тёплый кусок x1, Лунная пластина x2, Буревой нить x1
[484] Полевая кухня: Теневой кусок -> Теневой кусок x2 | Станция: kitchen | Уровень: 6 | Нужно: Ягодный рулет x1, Янтарный шкура x2, Дикяя пыль x1
[485] Полевая кухня: Лесный пирог -> Лесный пирог x2 | Станция: kitchen | Уровень: 6 | Нужно: Грибной пирог x1, Буревой нить x2, Сырой камень x1
[486] Полевая кухня: Пряный шашлык -> Пряный шашлык x2 | Станция: kitchen | Уровень: 6 | Нужно: Речная похлёбка x1, Дикяя пыль x2, Крепкий корень x1
[487] Полевая кухня: Тёплый кусок -> Тёплый кусок x2 | Станция: kitchen | Уровень: 6 | Нужно: Теневой шашлык x1, Сырой камень x2, Сухой лист x1
[488] Полевая кухня: Грибной пирог -> Грибной пирог x2 | Станция: kitchen | Уровень: 6 | Нужно: Янтарный сок x1, Крепкий корень x2, Тонкий слиток x1
[489] Полевая кухня: Теневой шашлык -> Теневой шашлык x2 | Станция: kitchen | Уровень: 6 | Нужно: Лесный кусок x1, Сухой лист x2, Шероховатый клык x1
[490] Лисья алхимия: Малая микстура жизни -> Малая микстура жизни x2 | Станция: alchemy | Уровень: 3 | Нужно: Средняя микстура энергии x1, Трава x2, Тёплый шашлык x1
[491] Лисья алхимия: Большая настойка -> Большая настойка x2 | Станция: alchemy | Уровень: 3 | Нужно: Большая настойка x1, Перо x2, Ягодный сок x1
[492] Лисья алхимия: Яростная эссенция -> Яростная эссенция x2 | Станция: alchemy | Уровень: 3 | Нужно: Точная сыворотка x1, Кость x2, Грибной кусок x1
[493] Лисья алхимия: Твёрдая микстура жизни -> Твёрдая микстура жизни x2 | Станция: alchemy | Уровень: 3 | Нужно: Яростная эссенция x1, Кожа x2, Речной рулет x1
[494] Лисья алхимия: Теневая настойка -> Теневая настойка x2 | Станция: alchemy | Уровень: 3 | Нужно: Лёгкая капсула x1, Железная руда x2, Теневой пирог x1
[495] Лисья алхимия: Малая эссенция -> Малая эссенция x2 | Станция: alchemy | Уровень: 3 | Нужно: Твёрдая микстура жизни x1, Кристалл x2, Янтарная похлёбка x1
[496] Лисья алхимия: Большая микстура жизни -> Большая микстура жизни x2 | Станция: alchemy | Уровень: 4 | Нужно: Удачливая микстура энергии x1, Клык x2, Лесный шашлык x1
[497] Лисья алхимия: Яростная настойка -> Яростная настойка x2 | Станция: alchemy | Уровень: 4 | Нужно: Теневая настойка x1, Толстая шкура x2, Дымный сок x1
[498] Лисья алхимия: Твёрдая эссенция -> Твёрдая эссенция x2 | Станция: alchemy | Уровень: 4 | Нужно: Временная сыворотка x1, Сталь x2, Пряный кусок x1
[499] Лисья алхимия: Теневая микстура жизни -> Теневая микстура жизни x2 | Станция: alchemy | Уровень: 4 | Нужно: Малая эссенция x1, Янтарь x2, Сочный рулет x1
[500] Лисья алхимия: Малая настойка -> Малая настойка x2 | Станция: alchemy | Уровень: 4 | Нужно: Средняя капсула x1, Лунная пыль x2, Тёплый пирог x1
[501] Лисья алхимия: Большая эссенция -> Большая эссенция x2 | Станция: alchemy | Уровень: 4 | Нужно: Большая микстура жизни x1, Пластина титана x2, Ягодная похлёбка x1
[502] Лисья алхимия: Яростная микстура жизни -> Яростная микстура жизни x2 | Станция: alchemy | Уровень: 5 | Нужно: Точная микстура энергии x1, Сердце бури x2, Грибной шашлык x1
[503] Лисья алхимия: Твёрдая настойка -> Твёрдая настойка x2 | Станция: alchemy | Уровень: 5 | Нужно: Яростная настойка x1, Слеза луны x2, Речной сок x1
